,AI研究人员数量,顶尖AI学者数量,AI毕业生数量,AI企业数量,AI市场规模,AI应用渗透率,大模型数量,AI社会信任度,AI政策数量,AI补贴金额,企业研发支出,政府AI投资,5G覆盖率,GPU集群规模,互联网带宽,互联网普及率,电能生产,AI算力平台,数据中心数量,TOP500上榜数,AI_Book数量,AI_Dataset数量,GitHub项目数,国际AI投资
企业研发支出,0.9614644045988604,0.9246384521842727,0.420306901876212,0.6841811331962002,0.9130421986793522,-0.3839553030578217,0.6436518537046043,0.1035410678256327,0.943090170296814,0.8364281500532403,1.0,0.8038880810627815,0.011560893166736532,0.6202667871855524,0.5690664820140512,-0.12319699482211029,0.8306477982508147,0.5128170233088405,0.3326681493314751,0.943531877723729,0.4914645349908517,0.6709992156947886,0.15181857513088054,0.8145092702894918
政府AI投资,0.7719179699948543,0.5734911729147271,0.6024767142867083,0.4480589395123443,0.5461514517012439,0.16385725141787952,0.9138201933257734,0.5698772673900777,0.6176748767748613,0.9933437819895952,0.8038880810627816,0.9999999999999998,-0.005296911001098097,0.3875420924370576,0.31279360726796457,-0.1961183768093172,0.9201273953147259,0.6125717433211156,0.41598129753049656,0.5926734456060988,0.6008732998878782,0.4341957299940949,-0.09127796230724144,0.3798007161613101
5G覆盖率,0.01176147290021319,-0.0002864691537473972,0.08011361239988186,-0.16940919051663855,0.021011309119364503,0.21188431383319753,-0.1108797060741656,0.21489461112697517,-0.02903227247143389,-0.022166301173433715,0.011560893166736532,-0.005296911001098097,1.0,0.265817767282406,0.2722834227086079,-0.19364633744780874,-0.02103268519059883,0.1360778055161859,0.04592434411826499,0.074004985140913,0.26529717296947825,-0.3813363510002696,0.1906577610412317,0.06723368752542243
GPU集群规模,0.5862514768018473,0.7934457882191842,-0.1071067178707777,0.2904639381080179,0.802282850929665,-0.3047026085530316,-0.0013317893600650432,-0.005807067045708518,0.7721165337660879,0.40605671886253375,0.6202667871855524,0.3875420924370576,0.265817767282406,1.0,0.9967756824548596,0.15398904694447627,0.21672546958556152,0.6340982070257785,0.5380750284717422,0.7007283464220625,-0.13586866666497294,0.45539532189392135,0.16508241260838658,0.8427793460751055
互联网带宽,0.5358856379805529,0.7678309920642109,-0.16563318224517157,0.2564776459243043,0.7792767876871448,-0.3292763171394522,-0.08137828221993158,-0.05862802658033311,0.742002582744597,0.3317343146419794,0.5690664820140513,0.31279360726796457,0.2722834227086079,0.9967756824548596,0.9999999999999999,0.17888003302835787,0.14204958658871022,0.5975654365033323,0.5212758184111724,0.6709277867614115,-0.19455288646607893,0.43549551395103525,0.1748259880889477,0.835470777958358
互联网普及率,-0.36679332128631587,-0.02567362163342772,-0.8725771052660728,-0.5250275054082507,-0.02018517950321757,-0.38841154079047935,-0.32544875683837415,-0.443026052597122,-0.040478824401724865,-0.20343137968730035,-0.12319699482211029,-0.1961183768093172,-0.1936463374478087,0.15398904694447627,0.17888003302835787,0.9999999999999998,-0.4305162104936952,0.3064487560719402,0.532518748462591,0.0227852487369644,-0.6853146932755826,0.02768349369678672,-0.8200230430768848,0.02913141147005637
电能生产,0.8516237616611153,0.5810496498762305,0.7861095142538809,0.6598211502990362,0.5547249507071678,0.06445423135994119,0.9382467090378043,0.48751172018427985,0.6250548579877224,0.93574333573712,0.8306477982508146,0.9201273953147259,-0.02103268519059883,0.21672546958556152,0.14204958658871025,-0.43051621049369526,1.0,0.405864177793727,0.1460849603463082,0.623013078715992,0.7899446826944776,0.4099748212104969,0.14560237622329653,0.38544174341942267
AI算力平台,0.40977555422895673,0.45390750009122666,0.008813887833437433,0.2179690048482254,0.44553553543058066,0.01252971394687876,0.40520590286903885,0.4489926073185621,0.47629920823859384,0.6297700805161945,0.5128170233088406,0.6125717433211156,0.1360778055161859,0.6340982070257785,0.5975654365033323,0.3064487560719402,0.40586417779372697,1.0,0.6563638465097232,0.4026604444293254,-0.0029750133954755354,0.1526136335293208,-0.3358617063328055,0.3826312770399429
数据中心数量,0.1718468469479974,0.3391172045755897,-0.31787766164166686,-0.17282218533750862,0.3228025845034688,-0.15250669197987898,0.16885248032406427,-0.020744641588127357,0.3413913296742662,0.36725382297525966,0.33266814933147504,0.4159812975304965,0.04592434411826499,0.538075028471742,0.5212758184111724,0.532518748462591,0.1460849603463082,0.6563638465097232,1.0,0.3235049060995472,-0.3692030076375471,0.23887873810135563,-0.531458066333723,0.318398237442742
TOP500上榜数,0.8794220443969863,0.9659697960981064,0.18099856621554136,0.5774985249024303,0.9635618996104953,-0.5835914213668195,0.38095292487279186,-0.17644954333868199,0.9614469813200486,0.6323679268411402,0.943531877723729,0.5926734456060988,0.074004985140913,0.7007283464220625,0.6709277867614115,0.022785248736964397,0.623013078715992,0.4026604444293254,0.32350490609954713,1.0,0.31374475352881687,0.6587247355378567,0.16696209112273436,0.9213431231199901
AI_Book数量,0.5748939735328592,0.21849166586014335,0.8788160506766112,0.49389947392725564,0.20741508270477194,0.27687877339449385,0.7516572107732706,0.5388901611870971,0.2519804405457905,0.6180204824169399,0.49146453499085163,0.6008732998878782,0.26529717296947825,-0.13586866666497294,-0.1945528864660789,-0.6853146932755826,0.7899446826944775,-0.0029750133954755354,-0.3692030076375471,0.3137447535288169,1.0,0.07443535788099848,0.34737560008516744,0.058672301038369123
AI_Dataset数量,0.6536099690326658,0.7302051105610193,0.11530428210411368,0.5597511651094381,0.7320749503491492,-0.5379058619349883,0.26850284067852076,-0.2211569442791176,0.7559580145768773,0.4355726922719373,0.6709992156947886,0.4341957299940949,-0.38133635100026964,0.45539532189392135,0.43549551395103525,0.02768349369678672,0.4099748212104969,0.1526136335293208,0.2388787381013556,0.6587247355378567,0.07443535788099848,1.0,0.14948368993337963,0.6853538703134948
GitHub项目数,0.39264374691688214,0.27034315957759397,0.5331462870372472,0.5974715096265594,0.28357650464317896,-0.025759648435674132,-0.10367442271102686,0.034161055711775946,0.25509053554277156,-0.05585235621878696,0.15181857513088054,-0.09127796230724146,0.19065776104123167,0.16508241260838655,0.17482598808894773,-0.8200230430768847,0.14560237622329653,-0.33586170633280554,-0.531458066333723,0.16696209112273433,0.3473756000851675,0.14948368993337963,1.0,0.3306412627060839
国际AI投资,0.7950333192943779,0.9712922774356684,0.029496512849585176,0.5778334288158733,0.9784635658528231,-0.6557145290119787,0.09242394203223703,-0.2727854979535049,0.9534171386083592,0.4218437153564619,0.8145092702894917,0.3798007161613101,0.06723368752542244,0.8427793460751056,0.8354707779583581,0.029131411470056368,0.38544174341942267,0.3826312770399428,0.318398237442742,0.9213431231199901,0.05867230103836913,0.6853538703134949,0.3306412627060839,1.0
